"","-0.2","-0.19","-0.18","-0.17","-0.16","-0.15","-0.14","-0.13","-0.12","-0.11","-0.1","-0.09","-0.08","-0.07","-0.06","-0.05","-0.04","-0.03","-0.02","-0.01","0","0.00999999999999998","0.02","0.03","0.04","0.05","0.06","0.07","0.08","0.09","0.1","0.11","0.12","0.13","0.14","0.15","0.16","0.17","0.18","0.19","0.2"
"1",0.00477689483123834,0.000114257676291275,1.3540567055069e-05,0.000231621706212581,3.32414074550117e-05,0.072380856234394,0.00113518926799544,0.00768500465762499,0.0630913493720334,6.00770443773704e-05,0.0533457738405313,0.165459342705752,0.188452236181735,0.0114093402205362,0.0937921466705848,0.30330593370573,0.833641993204857,0.172344531493775,0.0204939819801219,0.86607899852419,0.415219387512416,0.83553224671443,0.861628135529557,0.471694193864352,0.112688124935744,0.0140630859568681,0.422304541756091,0.0194983113992921,0.128780936178749,0.00154315644420119,0.0595188117207196,0.00602365154355088,0.0153537798893806,0.00167988479310582,0.00939048359645432,0.0831787911484705,3.07895352137191e-05,1.81031039497239e-06,1.34967417616303e-05,1.38738917755287e-05,1.31642507509219e-05
"2",0.00290400924298577,0.000272185660189406,4.3340934648905e-06,0.00227909543457639,0.00163535224257481,9.6812789192192e-08,0.00133303447153275,4.03664149038238e-05,0.00223681893118565,0.0187734023747562,0.0561130704285318,0.0394910456219295,0.251121404664465,0.035978856712244,0.0266836452224976,0.267955788848928,0.970060993585058,0.200921200005114,0.951850548151459,0.389548378506157,0.805799181496504,0.00860309998275813,0.664524789936079,0.375229779595331,0.00737783971212643,0.886372596058423,0.21803866244424,0.0326115227635882,0.376188065567346,0.0223825634869397,0.000193968366038237,0.0177933253307514,0.117276698883885,0.00425006818246885,0.0270141630127097,0.00251218864990659,0.000553937804893071,0.000134409713437512,3.52282399933375e-05,4.7335922287242e-06,8.93015181652467e-07
"3",0.000132947551755437,0.0155097831110388,0.0131138359052354,1.46160038112182e-07,0.0369288204542507,0.0259626273682516,0.0106668635466241,3.3836429214485e-06,0.00014060228755722,0.00113936562343691,0.00110429182384613,0.0330483285098258,0.00733820463677912,0.367412135135528,0.254170602289332,0.181015325577212,0.818480943337494,0.0522115269079085,0.0674256078992468,0.29909520586797,0.367780783581811,0.371538315376541,0.590950781052396,0.474936814726529,0.256964108430467,0.446850960308159,0.00162285908972545,0.197352691288913,0.0658183482772428,0.410942717126853,0.16136147932238,0.00267537429526993,0.698690442984826,8.4474998727933e-05,0.00112414975842446,0.00149570595920822,0.000189416671845995,0.0342908047300059,5.69301345609593e-06,9.71556507433765e-06,0.000137970699878387
"4",6.02015363756606e-05,0.000460569881296224,0.000685433883266893,0.0168304546705752,0.00113705590880966,0.00140694573061104,0.00012046382848867,0.00348140184887527,0.0132127099887255,0.00325817697248295,0.00776222526965636,0.0251769020698913,0.559279859569186,0.730263602440278,0.112878169640172,0.0180493877718159,0.562685448365081,0.210318186265891,0.835141265566746,0.588866218513517,0.432881104662153,0.746113634333211,0.00690646684858645,0.261800862163529,0.960014172973988,0.50412578206412,0.0328104813098573,0.0797766079665855,0.0479224227621065,0.0813830188552811,0.0353934975111392,3.8223814478195e-06,7.30918155399966e-05,0.0161435821072098,0.000269528742439845,0.00157699171724526,9.53031041495741e-06,0.00839116365449874,7.05917274161939e-06,0.0144138745286689,2.47167587751208e-05
"5",2.17620153406239e-05,2.09489836949163e-05,3.60645938317375e-06,0.207069307262284,2.53047317151125e-07,0.000745200794914018,0.00361669764336693,0.0166435048102456,0.104433486547789,0.0569019653238113,0.00394355024270457,0.0047709440408164,0.0135563908144275,0.451709757489064,0.00872562064532375,0.00539186215690774,0.0389596507604973,0.112451347640866,0.195350767675772,0.907588230796666,0.554257464100824,0.105966785218373,0.0630731012253988,0.703644272317058,0.374251771359165,0.738030710887679,0.0845692212640694,0.248087350889007,0.0329893859050544,0.000887655052320235,0.0301161976880477,3.49090182833888e-05,0.204560708777699,3.74779680043347e-06,1.94095865973743e-05,1.9237399759636e-07,8.50775615714891e-07,1.07543693632633e-05,2.13444900823855e-05,1.8709925950609e-05,5.79633057145394e-07
"6",0.0165052351416133,0.0275410581895674,0.068642589967179,0.0639182637309738,0.0119490192723132,0.0112096994376931,0.0196899567146907,0.0250620324132809,0.00100818275284093,0.0302850946560677,0.110162599470895,0.055479186428315,0.580157059935342,0.0172562002083234,0.0799604892840908,0.0694887271749498,0.261480715563236,0.859372254522171,0.00484904120532464,0.827962776782128,0.797568346563076,0.49062546136341,0.0891082364943408,0.239019929511833,0.245952598860325,0.0646512346665692,0.00260272331447254,0.000285872924299396,0.524364847723421,0.157751836901971,8.86297044469128e-06,0.0183787561125466,0.000983498879123704,8.05139978067597e-05,4.03543027277383e-06,1.02799283530692e-05,0.042713121284286,2.95360645109529e-06,1.21480772105907e-06,0.0109195097068838,4.93415302888102e-06
"7",0.000102589221917605,0.00104997525343036,0.00381251927386443,0.00181744051655188,0.0019622121383714,0.000317778066628222,3.47344548504448e-06,0.000349249463315401,0.0644756011778933,0.365925192658829,0.0560108796476588,0.476776998868198,0.170968867056151,0.84089304589211,0.021730588257345,0.148831002010892,0.0280961837103962,0.0314241989340321,0.863604290217026,0.339727055964848,0.909240442017693,0.341489788475719,0.713267202739154,0.645798222758942,0.521086732209901,0.222719470137576,0.568447650206168,0.00186300313415944,0.000187471075741923,0.0505341336464974,0.00622661026668815,0.0118100646319039,0.00325618405198493,0.00220341697395047,0.0490173399934478,0.0249340024144349,2.07294424145387e-06,2.01837419492154e-08,0.000292986937428155,0.000149795931230378,5.91508946726574e-05
"8",3.41838592322212e-07,0.0010159607663459,5.69089962840548e-06,0.0115264410565074,0.000371099154717219,0.216210355019087,0.0278131584655512,8.78544339042262e-06,9.7923635547563e-05,0.0262522050078179,0.00582192517213807,0.00169423730838074,0.0813141919237082,0.0219682803786174,0.280672493345443,0.087460890361923,0.303024914677153,0.118504605763974,0.88672756267489,0.457940898124915,0.502734148470968,0.985856096949161,0.211942028158079,0.789631038601693,0.523744475307587,0.183081945596307,0.0263161400812463,0.425808033643563,0.242918797636829,0.101716896267542,0.0782795929916908,0.00374851180667747,1.71179970246693e-07,0.00555053307732084,0.00348793345498573,7.58907224220997e-07,0.00150840267518182,0.00614815882534667,4.34932352379534e-07,1.18385900180911e-09,0.000265496738612908
"9",1.23391737419097e-09,0.0143273476944139,0.0304261069792515,4.92157625070576e-05,0.013647726371215,0.00330914840556415,2.6482393225814e-05,0.000951786937266877,0.00278790192809138,0.213400052360654,0.00601518704503758,0.119573998304268,0.0293511812039725,0.0197408629718082,0.535035234338151,0.67992386242665,0.00885472492536911,0.395084966062509,0.284234622581727,0.622055780028856,0.562364092890293,0.273761472864258,0.132890020753944,0.052147150928005,0.354809363675543,0.391512688818382,0.0110051614341565,0.0306425220038647,0.18119516548257,0.00395809870602995,0.00374883328971819,0.97587084316764,0.00607306032761575,5.42464522185294e-05,0.000708667325420359,5.11666511408749e-06,0.000422383973976008,0.0048038672393412,1.37173878764084e-07,2.82933631858545e-07,2.35035794831167e-06
