"analyte","parameter","NRM","Estimate","Std..Error","t.value","Pr...t..","fdr_pval","sig_t_or_f","scenario","parameter_groups"
"PN_SHIM_QAQC","SEAS_C2","burdekin",0.0184643548746249,0.0778048786100548,0.237316158118634,0.813795197376206,1,0,"Pre-2015-S3","Seasonal"
"PN_SHIM_QAQC","(Intercept)","burdekin",0.47334209448787,0.100040488709287,4.7315052194855,5.4496058995658e-06,4.25085261057978e-05,1,"Post-2015","Intercept"
"PN_SHIM_QAQC","PROJECTMMP-JCU","burdekin",0.665833070360878,0.119338374789966,5.57937102405436,1.23158356562435e-07,1.23158356562435e-06,1,"Post-2015","Intercept"
"PN_SHIM_QAQC","SHORT_NAMEBUR10","burdekin",-0.477617122199195,0.10139222246085,-4.71058933917358,5.95389474249939e-06,4.25085261057978e-05,1,"Post-2015","Sites"
"PN_SHIM_QAQC","SHORT_NAMEBUR13","burdekin",0.580219833994378,0.122474652100929,4.73746872549782,5.31356576322473e-06,4.25085261057978e-05,1,"Post-2015","Sites"
"PN_SHIM_QAQC","SHORT_NAMEBUR2","burdekin",0.21601434835405,0.114601775785183,1.88491275003418,0.0615443495422648,0.20299555073842,0,"Post-2015","Sites"
"PN_SHIM_QAQC","SHORT_NAMEBUR4","burdekin",0.231081652423069,0.117253271988019,1.97079065261975,0.0507488876846049,0.20299555073842,0,"Post-2015","Sites"
"PN_SHIM_QAQC","SHORT_NAMEBUR7","burdekin",-0.0184706903187362,0.122166816148062,-0.151192368771813,0.880044759983886,0.880044759983886,0,"Post-2015","Sites"
"PN_SHIM_QAQC","Date_2","burdekin",0.000166022144872928,6.9151239294201e-05,2.40085566892871,0.0176896573167654,0.0884482865838272,0,"Post-2015","Trend"
"PN_SHIM_QAQC","SEAS_C1","burdekin",0.216379077350633,0.0453420842917725,4.77214668735234,4.58527838645795e-06,4.12675054781215e-05,1,"Post-2015","Seasonal"
"PN_SHIM_QAQC","SEAS_C2","burdekin",0.0789356797667179,0.0486771244863854,1.62161755854735,0.107167829487697,0.214335658975394,0,"Post-2015","Seasonal"
"NOX_QAQC","(Intercept)","burdekin",-3.38723356662339,0.237434435828873,-14.2659743301291,1.5421245965156e-22,9.25274757909362e-22,1,"Pre-2015","Intercept"
"NOX_QAQC","SHORT_NAMEBUR2","burdekin",-0.113877329970007,0.221225825016161,-0.514756041532166,0.608322311375955,1,0,"Pre-2015","Sites"
"NOX_QAQC","SHORT_NAMEBUR4","burdekin",0.352167274269804,0.221228814098944,1.5918689240557,0.115857010676907,0.463428042707629,0,"Pre-2015","Sites"
"NOX_QAQC","Date_2","burdekin",0.000344434827860006,9.68388385187553e-05,3.55678396321635,0.000673387570241382,0.00336693785120691,1,"Pre-2015","Trend"
"NOX_QAQC","SEAS_C1","burdekin",0.231957603727553,0.147794432958519,1.5694610350625,0.120986810107583,0.463428042707629,0,"Pre-2015","Seasonal"
"NOX_QAQC","SEAS_C2","burdekin",0.0641422323763492,0.117348532314075,0.546595948935068,0.586370083907911,1,0,"Pre-2015","Seasonal"
"NOX_QAQC","(Intercept)","burdekin",-3.39095827661166,0.38541332887459,-8.79823820964698,2.84108706420081e-09,1.70465223852049e-08,1,"Pre-2015-S1","Intercept"
"NOX_QAQC","SHORT_NAMEBUR2","burdekin",-0.0762795339398357,0.353258013741732,-0.21593150324285,0.830726250612747,1,0,"Pre-2015-S1","Sites"
"NOX_QAQC","SHORT_NAMEBUR4","burdekin",0.136803011313256,0.353219972214181,0.387302593496334,0.701684524082951,1,0,"Pre-2015-S1","Sites"
"NOX_QAQC","Date_2","burdekin",0.000613074157424085,0.000322391492056058,1.90164496436985,0.06835336114013,0.34176680570065,0,"Pre-2015-S1","Trend"
"NOX_QAQC","SEAS_C1","burdekin",0.028686989342569,0.287272607591754,0.0998598146306256,0.921221631543031,1,0,"Pre-2015-S1","Seasonal"
"NOX_QAQC","SEAS_C2","burdekin",0.322185452541266,0.172271694999295,1.87021699962135,0.0727528271874922,0.34176680570065,0,"Pre-2015-S1","Seasonal"
"NOX_QAQC","(Intercept)","burdekin",-3.20502046474479,0.250314270077519,-12.8039862200115,5.73553208669563e-15,3.44131925201738e-14,1,"Pre-2015-S2","Intercept"
"NOX_QAQC","SHORT_NAMEBUR2","burdekin",-0.242956560214186,0.258955858265425,-0.938216118536926,0.354385708150312,0.399317364557994,0,"Pre-2015-S2","Sites"
"NOX_QAQC","SHORT_NAMEBUR4","burdekin",0.380950694587732,0.258969356911482,1.47102614429376,0.149971746423557,0.399317364557994,0,"Pre-2015-S2","Sites"
"NOX_QAQC","Date_2","burdekin",0.000761315569883863,0.000216501321877545,3.51644767469119,0.00120243236784219,0.00601216183921093,1,"Pre-2015-S2","Trend"
"NOX_QAQC","SEAS_C1","burdekin",0.318141364207515,0.15578533946803,2.04217781528026,0.0485116199084957,0.194046479633983,0,"Pre-2015-S2","Seasonal"
"NOX_QAQC","SEAS_C2","burdekin",-0.231537543190161,0.15067008623671,-1.53671872747457,0.133105788185998,0.399317364557994,0,"Pre-2015-S2","Seasonal"
"NOX_QAQC","(Intercept)","burdekin",-2.88167394031342,0.326459561194458,-8.82704715331323,1.99598288922325e-10,1.19758973353395e-09,1,"Pre-2015-S3","Intercept"
"NOX_QAQC","SHORT_NAMEBUR2","burdekin",0.088895641873986,0.347980527238381,0.255461541424382,0.799861978593274,1,0,"Pre-2015-S3","Sites"
"NOX_QAQC","SHORT_NAMEBUR4","burdekin",0.462268341505049,0.347904256418244,1.32872286836674,0.19253770619312,0.962688530965598,0,"Pre-2015-S3","Sites"
"NOX_QAQC","Date_2","burdekin",-2.82099457292118e-05,0.000299746226773725,-0.0941127634294029,0.925556303120212,1,0,"Pre-2015-S3","Trend"
"NOX_QAQC","SEAS_C1","burdekin",0.263992868220696,0.222971489117175,1.18397589425419,0.244401378745757,0.97760551498303,0,"Pre-2015-S3","Seasonal"
"NOX_QAQC","SEAS_C2","burdekin",0.0414189668040634,0.191860120272191,0.215881063481575,0.830333682007765,1,0,"Pre-2015-S3","Seasonal"
"NOX_QAQC","(Intercept)","burdekin",-2.96463223622859,0.220852318300726,-13.4235957269498,1.6654508395187e-26,1.49890575556683e-25,1,"Post-2015","Intercept"
"NOX_QAQC","SHORT_NAMEBUR10","burdekin",-0.128383587984688,0.223177237168628,-0.575253953375557,0.566091488430454,1,0,"Post-2015","Sites"
"NOX_QAQC","SHORT_NAMEBUR13","burdekin",0.355317852070917,0.275593161706213,1.28928399337315,0.199537107664663,0.997685538323315,0,"Post-2015","Sites"
"NOX_QAQC","SHORT_NAMEBUR2","burdekin",0.147786644316713,0.264364925185258,0.559025158928133,0.577084628310857,1,0,"Post-2015","Sites"
"NOX_QAQC","SHORT_NAMEBUR4","burdekin",0.503669031590643,0.271459742401941,1.85540967192431,0.0657514742984824,0.394508845790895,0,"Post-2015","Sites"
"NOX_QAQC","SHORT_NAMEBUR7","burdekin",-0.0489786182732282,0.275579105322984,-0.177729796371261,0.859205588418479,1,0,"Post-2015","Sites"
"NOX_QAQC","Date_2","burdekin",-0.000124126554037891,0.000143305460359778,-0.86616765143675,0.387958072748871,1,0,"Post-2015","Trend"
"NOX_QAQC","SEAS_C1","burdekin",0.194545078185985,0.0998386756001093,1.94859433998513,0.053449335423181,0.374145347962267,0,"Post-2015","Seasonal"
"NOX_QAQC","SEAS_C2","burdekin",0.289541816297056,0.104376425227093,2.77401545097081,0.0063336463290146,0.0506691706321168,0,"Post-2015","Seasonal"
"CHL_QAQC","(Intercept)","russ_mull",-1.21651816887517,0.118760575618601,-10.2434512677171,2.02534224757297e-15,1.21520534854378e-14,1,"Pre-2015","Intercept"
"CHL_QAQC","SHORT_NAMERM7","russ_mull",0.0320010978813752,0.102048790283273,0.313586254109869,0.754795218596188,0.754795218596188,0,"Pre-2015","Sites"
"CHL_QAQC","SHORT_NAMERM8","russ_mull",0.375873238364243,0.102052994320023,3.68311817667554,0.000457897533135354,0.00183159013254142,1,"Pre-2015","Sites"
"CHL_QAQC","Date_2","russ_mull",5.70536538213498e-05,4.54232682506511e-05,1.25604466650266,0.213398156665821,0.426796313331641,0,"Pre-2015","Trend"
"CHL_QAQC","SEAS_C1","russ_mull",0.100717359402432,0.0647192795297848,1.55621879807979,0.124298329722301,0.372894989166904,0,"Pre-2015","Seasonal"
"CHL_QAQC","SEAS_C2","russ_mull",0.374568962274863,0.0536534276374609,6.98126808981982,1.53306637295652e-09,7.66533186478261e-09,1,"Pre-2015","Seasonal"
"CHL_QAQC","(Intercept)","russ_mull",-1.25454406414525,0.16881919971119,-7.43128782917749,1.48402914406153e-07,8.90417486436915e-07,1,"Pre-2015-S1","Intercept"
"CHL_QAQC","SHORT_NAMERM7","russ_mull",0.112870931590104,0.133285825912143,0.84683371857188,0.405813370992641,0.915214951906608,0,"Pre-2015-S1","Sites"
"CHL_QAQC","SHORT_NAMERM8","russ_mull",0.483935932917001,0.133283126002629,3.63088672535679,0.00139992896340889,0.00559971585363555,1,"Pre-2015-S1","Sites"
"CHL_QAQC","Date_2","russ_mull",-5.8021360264462e-05,0.000120330992813208,-0.482181347531385,0.634234071411941,0.915214951906608,0,"Pre-2015-S1","Trend"
"CHL_QAQC","SEAS_C1","russ_mull",0.101305892543652,0.0965727804892086,1.04901082924678,0.305071650635536,0.915214951906608,0,"Pre-2015-S1","Seasonal"
"CHL_QAQC","SEAS_C2","russ_mull",0.404581091251716,0.0600126114836885,6.74160116097733,7.07939670063917e-07,3.53969835031958e-06,1,"Pre-2015-S1","Seasonal"
"CHL_QAQC","(Intercept)","russ_mull",-0.85151366746442,0.143091597816389,-5.95082926222587,8.0843127051769e-07,4.85058762310614e-06,1,"Pre-2015-S2","Intercept"
"CHL_QAQC","SHORT_NAMERM7","russ_mull",-0.0185030622583666,0.14812707894087,-0.124913435076599,0.901287017099421,0.901287017099421,0,"Pre-2015-S2","Sites"
"CHL_QAQC","SHORT_NAMERM8","russ_mull",0.306983775767544,0.148128797687504,2.07241117567945,0.045446924015796,0.181787696063184,0,"Pre-2015-S2","Sites"
"CHL_QAQC","Date_2","russ_mull",-0.000186769147991585,0.000124168884077426,-1.50415419595077,0.141265103011779,0.423795309035336,0,"Pre-2015-S2","Trend"
"CHL_QAQC","SEAS_C1","russ_mull",0.0959892150323571,0.0869656861733727,1.10375964654606,0.277020867170599,0.554041734341197,0,"Pre-2015-S2","Seasonal"
"CHL_QAQC","SEAS_C2","russ_mull",0.307777439537376,0.0873126190076096,3.5250052401996,0.00117398870563112,0.00586994352815559,1,"Pre-2015-S2","Seasonal"
"CHL_QAQC","(Intercept)","russ_mull",-1.29386538538806,0.129250668797711,-10.0105121112609,1.5769202893019e-11,9.46152173581138e-11,1,"Pre-2015-S3","Intercept"
"CHL_QAQC","SHORT_NAMERM7","russ_mull",0.010379396665649,0.134082594679439,0.0774104699455122,0.938764470114644,0.938764470114644,0,"Pre-2015-S3","Sites"
"CHL_QAQC","SHORT_NAMERM8","russ_mull",0.372789203390468,0.134083470568456,2.78027710507493,0.00890157087841096,0.0356062835136438,1,"Pre-2015-S3","Sites"
"CHL_QAQC","Date_2","russ_mull",0.000251390660898795,0.000124576960868685,2.01795467754093,0.0517864924163765,0.15535947724913,0,"Pre-2015-S3","Trend"
"CHL_QAQC","SEAS_C1","russ_mull",0.129907658094518,0.0900163450492889,1.44315632925761,0.158402588972902,0.316805177945803,0,"Pre-2015-S3","Seasonal"
"CHL_QAQC","SEAS_C2","russ_mull",0.270543924634389,0.072970121422409,3.70759866313318,0.000765212907475828,0.00382606453737914,1,"Pre-2015-S3","Seasonal"
"CHL_QAQC","(Intercept)","russ_mull",-1.25666842622198,0.110470843945733,-11.3755664511742,2.58439960497687e-22,2.32595964447918e-21,1,"Post-2015","Intercept"
"CHL_QAQC","PROJECTMMP-JCU","russ_mull",0.0793007834650289,0.0795561719258041,0.996789834721894,0.320381086251745,0.961143258755235,0,"Post-2015","Intercept"
"CHL_QAQC","SHORT_NAMERM10","russ_mull",0.712034318627949,0.119451544017519,5.96086324780799,1.56570316216053e-08,1.09599221351237e-07,1,"Post-2015","Sites"
"CHL_QAQC","SHORT_NAMERM3","russ_mull",0.184431156569597,0.121144473930098,1.52240668176095,0.129893552522911,0.519574210091642,0,"Post-2015","Sites"
"CHL_QAQC","SHORT_NAMERM7","russ_mull",0.0987743728353151,0.123832474374538,0.797645151921672,0.426266056996816,0.961143258755235,0,"Post-2015","Sites"
"CHL_QAQC","SHORT_NAMERM8","russ_mull",0.214670287845307,0.120173662842303,1.78633390019081,0.0759508074764278,0.379754037382139,0,"Post-2015","Sites"
"CHL_QAQC","Date_2","russ_mull",0.000150407402834303,7.58217886272116e-05,1.98369631681734,0.0490112873953167,0.2940677243719,0,"Post-2015","Trend"
"CHL_QAQC","SEAS_C1","russ_mull",0.0144702669019753,0.0510621000765156,0.283385659428263,0.777249861483536,0.961143258755235,0,"Post-2015","Seasonal"
"CHL_QAQC","SEAS_C2","russ_mull",0.392998007023129,0.0491996140155975,7.98782703658079,2.60969704605226e-13,2.08775763684181e-12,1,"Post-2015","Seasonal"
"SS_QAQC","(Intercept)","russ_mull",-0.15676480164167,0.214124044906044,-0.732121428541373,0.466610346604089,1,0,"Pre-2015","Intercept"
"SS_QAQC","SHORT_NAMERM7","russ_mull",-0.274139416006169,0.183992875071588,-1.48994582480168,0.140862444168266,0.704312220841328,0,"Pre-2015","Sites"
"SS_QAQC","SHORT_NAMERM8","russ_mull",0.44831403168323,0.184000454904787,2.43648327888763,0.0174545919185813,0.104727551511488,0,"Pre-2015","Sites"
"SS_QAQC","Date_2","russ_mull",-6.02108013146295e-05,8.18976657869813e-05,-0.735195572865774,0.464748537393493,1,0,"Pre-2015","Trend"
"SS_QAQC","SEAS_C1","russ_mull",-0.0580632858049522,0.116688167299115,-0.497593604809258,0.620375814337442,1,0,"Pre-2015","Seasonal"
"SS_QAQC","SEAS_C2","russ_mull",0.0287951880174907,0.0967365549465009,0.297666048097491,0.76686558992515,1,0,"Pre-2015","Seasonal"
"SS_QAQC","(Intercept)","russ_mull",0.364621931922092,0.356822714532551,1.02185740165045,0.317476995571946,0.790623349076823,0,"Pre-2015-S1","Intercept"
"SS_QAQC","SHORT_NAMERM7","russ_mull",-0.280227679512246,0.281718017216328,-0.994709824672173,0.330227909732163,0.790623349076823,0,"Pre-2015-S1","Sites"
"SS_QAQC","SHORT_NAMERM8","russ_mull",0.442157406244339,0.28171231058436,1.56953526570126,0.13017975184236,0.650898759211802,0,"Pre-2015-S1","Sites"
"SS_QAQC","Date_2","russ_mull",-0.000650857507860671,0.000254336186710164,-2.55904406006675,0.0175423944983507,0.105254366990104,0,"Pre-2015-S1","Trend"
"SS_QAQC","SEAS_C1","russ_mull",-0.233940541722267,0.204119920856557,-1.14609363329445,0.263541116358941,0.790623349076823,0,"Pre-2015-S1","Seasonal"
"SS_QAQC","SEAS_C2","russ_mull",0.171531011507881,0.126844949937158,1.35228885022905,0.189430626990896,0.757722507963583,0,"Pre-2015-S1","Seasonal"
"SS_QAQC","(Intercept)","russ_mull",-0.362119623427301,0.246841632568757,-1.46701194469873,0.151055131491335,0.905899815231622,0,"Pre-2015-S2","Intercept"
"SS_QAQC","SHORT_NAMERM7","russ_mull",-0.319286188087362,0.255528141074526,-1.24951477651239,0.219539851345906,0.905899815231622,0,"Pre-2015-S2","Sites"
"SS_QAQC","SHORT_NAMERM8","russ_mull",0.374935011497963,0.255531106016086,1.467277379038,0.150983302538604,0.905899815231622,0,"Pre-2015-S2","Sites"
"SS_QAQC","Date_2","russ_mull",0.000110949927684377,0.00021419881060551,0.517976394783599,0.607643619368585,1,0,"Pre-2015-S2","Trend"
"SS_QAQC","SEAS_C1","russ_mull",-0.058584137351712,0.15002105141102,-0.390506110980425,0.69846364067518,1,0,"Pre-2015-S2","Seasonal"
"SS_QAQC","SEAS_C2","russ_mull",-0.117345420741942,0.150619531465067,-0.779085020385673,0.441021171804737,1,0,"Pre-2015-S2","Seasonal"
"SS_QAQC","(Intercept)","russ_mull",-0.237975512167995,0.26030419068677,-0.91422082579668,0.367232684189094,1,0,"Pre-2015-S3","Intercept"
"SS_QAQC","SHORT_NAMERM7","russ_mull",-0.596459834971743,0.270035440573533,-2.20882056705191,0.0342410261882113,0.205446157129268,0,"Pre-2015-S3","Sites"
"SS_QAQC","SHORT_NAMERM8","russ_mull",0.281882880566185,0.270037204568906,1.04386682944741,0.304133894511375,1,0,"Pre-2015-S3","Sites"
"SS_QAQC","Date_2","russ_mull",2.8756197586979e-05,0.000250891583608693,0.114616031248896,0.909444020783377,1,0,"Pre-2015-S3","Trend"
"SS_QAQC","SEAS_C1","russ_mull",-0.0595374018200419,0.181288283183345,-0.328412850376154,0.744674432074299,1,0,"Pre-2015-S3","Seasonal"
"SS_QAQC","SEAS_C2","russ_mull",-0.0354631605200532,0.146958066661176,-0.241314827595116,0.810804279554521,1,0,"Pre-2015-S3","Seasonal"
"SS_QAQC","(Intercept)","russ_mull",-0.411765363490864,0.179029023619235,-2.29999223124079,0.0227572321725258,0.0682716965175775,0,"Post-2015","Intercept"
"SS_QAQC","PROJECTMMP-JCU","russ_mull",1.10091953681816,0.129677637207315,8.48966375797027,1.4273223955728e-14,1.28459015601552e-13,1,"Post-2015","Intercept"
"SS_QAQC","SHORT_NAMERM10","russ_mull",1.27785466585473,0.193975035284767,6.58772745667381,6.3003153517755e-10,5.0402522814204e-09,1,"Post-2015","Sites"
"SS_QAQC","SHORT_NAMERM3","russ_mull",0.372610647905107,0.196392157055725,1.89727865659819,0.0596155037953888,0.119231007590778,0,"Post-2015","Sites"
"SS_QAQC","SHORT_NAMERM7","russ_mull",0.182367994602421,0.200678009016173,0.908759238226863,0.364861314846058,0.364861314846058,0,"Post-2015","Sites"
"SS_QAQC","SHORT_NAMERM8","russ_mull",0.688011134155196,0.194814926697231,3.53161405965805,0.00054156858404423,0.00324941150426538,1,"Post-2015","Sites"
"SS_QAQC","Date_2","russ_mull",-0.000336468041137603,0.000122948120197022,-2.73666682010607,0.00691763498097011,0.0345881749048505,1,"Post-2015","Trend"
"SS_QAQC","SEAS_C1","russ_mull",-0.215343814371953,0.0828071719079248,-2.60054545289144,0.0101906922461796,0.0407627689847186,1,"Post-2015","Seasonal"
"SS_QAQC","SEAS_C2","russ_mull",0.348588626058596,0.079871523826901,4.36436679002222,2.29429115038593e-05,0.000160600380527015,1,"Post-2015","Seasonal"
"SECCHI_DEPTH","(Intercept)","russ_mull",2.35528006858161,0.149743039150666,15.7288117159944,5.176946671415e-24,3.106168002849e-23,1,"Pre-2015","Intercept"
"SECCHI_DEPTH","SHORT_NAMERM7","russ_mull",0.0321918191042852,0.128335454443914,0.250841197732726,0.80271617168267,1,0,"Pre-2015","Sites"
"SECCHI_DEPTH","SHORT_NAMERM8","russ_mull",-0.446119975762975,0.126065423167475,-3.538797273304,0.000741822648139464,0.00370911324069732,1,"Pre-2015","Sites"
"SECCHI_DEPTH","Date_2","russ_mull",-0.0001174083238917,5.81073000286836e-05,-2.02054344004529,0.047388026664473,0.189552106657892,0,"Pre-2015","Trend"
"SECCHI_DEPTH","SEAS_C1","russ_mull",-0.0104812006031633,0.0811757140223333,-0.129117442690798,0.8976573953253,1,0,"Pre-2015","Seasonal"
"SECCHI_DEPTH","SEAS_C2","russ_mull",-0.0488672440111303,0.0669333970261568,-0.73008761219804,0.467920183086146,1,0,"Pre-2015","Seasonal"
"SECCHI_DEPTH","(Intercept)","russ_mull",2.49760613534355,0.389949168536261,6.40495309867881,1.91383686997676e-06,1.14830212198606e-05,1,"Pre-2015-S1","Intercept"
"SECCHI_DEPTH","SHORT_NAMERM7","russ_mull",-0.040495334661676,0.292673251173545,-0.13836363418693,0.891211710387347,1,0,"Pre-2015-S1","Sites"
"SECCHI_DEPTH","SHORT_NAMERM8","russ_mull",-0.474850572346614,0.29278419139265,-1.62184498448482,0.119081614515899,0.595408072579493,0,"Pre-2015-S1","Sites"
"SECCHI_DEPTH","Date_2","russ_mull",-0.000201676747966089,0.000288671635355175,-0.698637217050958,0.492098792317627,1,0,"Pre-2015-S1","Trend"
"SECCHI_DEPTH","SEAS_C1","russ_mull",0.055762689960468,0.215787683316632,0.25841460969135,0.798489171682931,1,0,"Pre-2015-S1","Seasonal"
"SECCHI_DEPTH","SEAS_C2","russ_mull",-0.117442849365939,0.132947182237441,-0.883379755700183,0.386582820751397,1,0,"Pre-2015-S1","Seasonal"
"SECCHI_DEPTH","(Intercept)","russ_mull",2.04420030505928,0.120260106657897,16.9981580913977,1.73118760059765e-18,1.03871256035859e-17,1,"Pre-2015-S2","Intercept"
"SECCHI_DEPTH","SHORT_NAMERM7","russ_mull",0.018930518869595,0.126485492186906,0.149665535092527,0.8818876292128,1,0,"Pre-2015-S2","Sites"
"SECCHI_DEPTH","SHORT_NAMERM8","russ_mull",-0.49567855021753,0.123977251786327,-3.99814113537397,0.000313885112465449,0.00156942556232724,1,"Pre-2015-S2","Sites"
"SECCHI_DEPTH","Date_2","russ_mull",4.97236899024065e-05,0.000104680313351839,0.475005168691856,0.637734144207654,1,0,"Pre-2015-S2","Trend"
"SECCHI_DEPTH","SEAS_C1","russ_mull",-0.0463443952390159,0.0744739865649209,-0.622289706468396,0.537784667725491,1,0,"Pre-2015-S2","Seasonal"
"SECCHI_DEPTH","SEAS_C2","russ_mull",0.0652487112409021,0.0734371100463992,0.888497807166929,0.380338833230506,1,0,"Pre-2015-S2","Seasonal"
"SECCHI_DEPTH","(Intercept)","russ_mull",2.31445281226682,0.185935574378767,12.4476062205938,5.16139044325186e-14,3.09683426595112e-13,1,"Pre-2015-S3","Intercept"
"SECCHI_DEPTH","SHORT_NAMERM7","russ_mull",0.077713836632032,0.192886617050592,0.402899059666999,0.689620873553433,1,0,"Pre-2015-S3","Sites"
"SECCHI_DEPTH","SHORT_NAMERM8","russ_mull",-0.526344071025759,0.192887877074459,-2.72875661762081,0.0101120398635276,0.0505601993176378,0,"Pre-2015-S3","Sites"
"SECCHI_DEPTH","Date_2","russ_mull",-0.000221931856209013,0.00017921213862137,-1.23837513416376,0.224314434330741,0.897257737322963,0,"Pre-2015-S3","Trend"
"SECCHI_DEPTH","SEAS_C1","russ_mull",0.0358349059459456,0.129494423324123,0.276729337264595,0.783713913430518,1,0,"Pre-2015-S3","Seasonal"
"SECCHI_DEPTH","SEAS_C2","russ_mull",-0.000622047037238871,0.104972311287602,-0.00592582014827315,0.995307586211397,1,0,"Pre-2015-S3","Seasonal"
"SECCHI_DEPTH","(Intercept)","russ_mull",2.16631381830514,0.144888785647648,14.9515630807574,1.87421636292445e-31,1.68679472663201e-30,1,"Post-2015","Intercept"
"SECCHI_DEPTH","PROJECTMMP-JCU","russ_mull",-0.532967418682794,0.104694718183686,-5.09068105754589,1.06120060638283e-06,7.4284042446798e-06,1,"Post-2015","Intercept"
"SECCHI_DEPTH","SHORT_NAMERM10","russ_mull",-0.937040920310536,0.152702057696262,-6.13640008816641,7.26697799812203e-09,5.81358239849762e-08,1,"Post-2015","Sites"
"SECCHI_DEPTH","SHORT_NAMERM3","russ_mull",-0.0824136288612838,0.154816444657236,-0.532331232923916,0.595289521560872,1,0,"Post-2015","Sites"
"SECCHI_DEPTH","SHORT_NAMERM7","russ_mull",0.00441084628715198,0.159751298987852,0.0276107068618416,0.978009588216106,1,0,"Post-2015","Sites"
"SECCHI_DEPTH","SHORT_NAMERM8","russ_mull",-0.332878615907113,0.154479016003909,-2.15484681685628,0.0327805656923573,0.163902828461786,0,"Post-2015","Sites"
"SECCHI_DEPTH","Date_2","russ_mull",-2.64075128363159e-05,0.000101307385779898,-0.260667202425788,0.79470906647279,1,0,"Post-2015","Trend"
"SECCHI_DEPTH","SEAS_C1","russ_mull",0.3270618023492,0.0665570466117405,4.91400714122894,2.32555392428759e-06,1.39533235457255e-05,1,"Post-2015","Seasonal"
"SECCHI_DEPTH","SEAS_C2","russ_mull",-0.0938615631721548,0.0622851231201079,-1.50696600520731,0.133936601344156,0.535746405376623,0,"Post-2015","Seasonal"
"PP_QAQC","(Intercept)","russ_mull",-2.82515390275909,0.0750783221997136,-37.6294224482533,2.95659465105892e-47,1.77395679063535e-46,1,"Pre-2015","Intercept"
"PP_QAQC","SHORT_NAMERM7","russ_mull",0.00118337432278211,0.0645134289478686,0.0183430696845824,0.985418884432284,0.985418884432284,0,"Pre-2015","Sites"
"PP_QAQC","SHORT_NAMERM8","russ_mull",0.278712266351861,0.0645160866650783,4.32004296538842,5.20272132824284e-05,0.000208108853129713,1,"Pre-2015","Sites"
"PP_QAQC","Date_2","russ_mull",6.83582595641181e-05,2.87157817425757e-05,2.38051187938812,0.0200969436341933,0.0602908309025798,0,"Pre-2015","Trend"
"PP_QAQC","SEAS_C1","russ_mull",0.0819118141367906,0.0409143766419187,2.00203011410097,0.049272296039075,0.0985445920781501,0,"Pre-2015","Seasonal"
"PP_QAQC","SEAS_C2","russ_mull",0.18780302149242,0.0339187420261492,5.53685102317875,5.37092113587194e-07,2.68546056793597e-06,1,"Pre-2015","Seasonal"
"PP_QAQC","(Intercept)","russ_mull",-2.84605656669125,0.15968541382189,-17.8228962719518,5.86851144480284e-15,3.5211068668817e-14,1,"Pre-2015-S1","Intercept"
"PP_QAQC","SHORT_NAMERM7","russ_mull",0.0152949698425214,0.126074535975674,0.121316883890594,0.90449372132882,1,0,"Pre-2015-S1","Sites"
"PP_QAQC","SHORT_NAMERM8","russ_mull",0.314224382300511,0.126071982141935,2.49242041698646,0.0203309970623305,0.0813239882493221,0,"Pre-2015-S1","Sites"
"PP_QAQC","Date_2","russ_mull",4.89796577905914e-05,0.00011382061054577,0.430323274104169,0.670965927355601,1,0,"Pre-2015-S1","Trend"
"PP_QAQC","SEAS_C1","russ_mull",0.0963138338406438,0.0913478114025654,1.05436389073618,0.302667036033741,0.908001108101222,0,"Pre-2015-S1","Seasonal"
"PP_QAQC","SEAS_C2","russ_mull",0.230567134871098,0.0567656920285109,4.06173388594108,0.000482541045616088,0.00241270522808044,1,"Pre-2015-S1","Seasonal"
"PP_QAQC","(Intercept)","russ_mull",-2.6117249201224,0.0770700683946427,-33.8876683844223,6.57299690307866e-29,3.94379814184719e-28,1,"Pre-2015-S2","Intercept"
"PP_QAQC","SHORT_NAMERM7","russ_mull",0.00832700462677473,0.0797822113896612,0.104371694914611,0.917453715037017,1,0,"Pre-2015-S2","Sites"
"PP_QAQC","SHORT_NAMERM8","russ_mull",0.259667592346865,0.079783137117815,3.25466761182149,0.00247344421506366,0.0123672210753183,1,"Pre-2015-S2","Sites"
"PP_QAQC","Date_2","russ_mull",-3.5827165213539e-05,6.68781712858728e-05,-0.535707907747577,0.595454912382217,1,0,"Pre-2015-S2","Trend"
"PP_QAQC","SEAS_C1","russ_mull",0.0787598822564327,0.0468402861079886,1.68145604565384,0.101331266033479,0.303993798100438,0,"Pre-2015-S2","Seasonal"
"PP_QAQC","SEAS_C2","russ_mull",0.130497108256881,0.04702714639658,2.77493146525198,0.00870008733099584,0.0348003493239834,1,"Pre-2015-S2","Seasonal"
"PP_QAQC","(Intercept)","russ_mull",-2.78345856553732,0.0949442162500457,-29.3167785829816,3.29425117647016e-25,1.9765507058821e-24,1,"Pre-2015-S3","Intercept"
"PP_QAQC","SHORT_NAMERM7","russ_mull",-0.0321275206234945,0.0984936246986552,-0.326188834270135,0.746341142401657,0.746341142401657,0,"Pre-2015-S3","Sites"
"PP_QAQC","SHORT_NAMERM8","russ_mull",0.26463300629104,0.0984942681041945,2.6867858544935,0.0112096112740214,0.0448384450960854,1,"Pre-2015-S3","Sites"
"PP_QAQC","Date_2","russ_mull",0.000136213972981776,9.15110306392426e-05,1.48849785681863,0.146114624653412,0.438343873960235,0,"Pre-2015-S3","Trend"
